Time (days),Final Effluent COD - Total,Final Effluent BOD - Total Carbonaceous,Final Effluent N - Total Kjeldahl Nitrogen,Final Effluent P - Total P,Final Effluent pH,Final Effluent Total suspended solids,Final Effluent Volatile suspended solids,Final Effluent Gas - Dissolved oxygen,Final Effluent P - Soluble phosphate,Final Effluent N - Ammonia,Final Effluent N - Nitrate,Final Effluent N - Nitrite,Final Effluent Alkalinity,Final Effluent Flow,PST x3 COD - Total,PST x3 BOD - Total Carbonaceous,PST x3 N - Total Kjeldahl Nitrogen,PST x3 P - Total P,PST x3 pH,PST x3 Total suspended solids,PST x3 Volatile suspended solids,PST x3 Element HRT,PST x3 Gas - Dissolved oxygen,PST x3 P - Soluble phosphate,PST x3 N - Ammonia,PST x3 N - Nitrate,PST x3 N - Nitrite,PST x3 Alkalinity,PST x3 Flow,ML Recycle COD - Total,ML Recycle BOD - Total Carbonaceous,ML Recycle N - Total Kjeldahl Nitrogen,ML Recycle N - Total Kjeldahl Nitrogen (U),ML Recycle P - Total P,ML Recycle pH,ML Recycle Total suspended solids,ML Recycle Volatile suspended solids,ML Recycle Gas - Dissolved oxygen,ML Recycle P - Soluble phosphate,ML Recycle N - Ammonia,ML Recycle N - Ammonia (U),ML Recycle N - Nitrate,ML Recycle N - Nitrite,ML Recycle Alkalinity,ML Recycle Flow,ML Recycle Flow (S),FST x5 COD - Total,FST x5 BOD - Total Carbonaceous,FST x5 N - Total Kjeldahl Nitrogen,FST x5 P - Total P,FST x5 pH,FST x5 Total suspended solids,FST x5 Total suspended solids (U),FST x5 Volatile suspended solids,FST x5 Element HRT,FST x5 Gas - Dissolved oxygen,FST x5 P - Soluble phosphate,FST x5 N - Ammonia,FST x5 N - Nitrate,FST x5 N - Nitrite,FST x5 Alkalinity,FST x5 Flow,AERZ4 x2 (45) COD - Total,AERZ4 x2 (45) BOD - Total Carbonaceous,AERZ4 x2 (45) N - Total Kjeldahl Nitrogen,AERZ4 x2 (45) P - Total P,AERZ4 x2 (45) pH,AERZ4 x2 (45) Total suspended solids,AERZ4 x2 (45) Volatile suspended solids,AERZ4 x2 (45) Element HRT,AERZ4 x2 (45) Gas - Dissolved oxygen,AERZ4 x2 (45) P - Soluble phosphate,AERZ4 x2 (45) N - Ammonia,AERZ4 x2 (45) N - Nitrate,AERZ4 x2 (45) N - Nitrite,AERZ4 x2 (45) Alkalinity,AERZ4 x2 (45) Flow,AXZ1 x2 COD - Total,AXZ1 x2 BOD - Total Carbonaceous,AXZ1 x2 N - Total Kjeldahl Nitrogen,AXZ1 x2 P - Total P,AXZ1 x2 pH,AXZ1 x2 Total suspended solids,AXZ1 x2 Volatile suspended solids,AXZ1 x2 Element HRT,AXZ1 x2 Gas - Dissolved oxygen,AXZ1 x2 P - Soluble phosphate,AXZ1 x2 N - Ammonia,AXZ1 x2 N - Nitrate,AXZ1 x2 N - Nitrite,AXZ1 x2 Alkalinity,AXZ1 x2 Flow
42107,40.580289,4.768326,10.374869,11.356178,7.566724,30.204905,8.621426,0,7.550797,8.705119,0.23357,0.712832,5.159771,58429,182.0645,88.830244,23.807691,6.328923,7.334758,63.47195,48.89112,3.348462,0.101414,4.815952,19.57042,0.169347,0.202699,6.290357,62329,1879.7811,640.08035,122.28838,122.28838,537.39202,7.535174,4267.5282,1251.0452,1.003051,4.824223,7.064919,7.064919,2.966969,2.322015,4.84344,116329,54000,40.580289,4.768326,10.374869,11.356178,7.566724,30.204905,9119.6848,8.621426,4.34194,0,7.550797,8.705119,0.23357,0.712832,5.159771,58429,1892.5095,646.81585,124.48246,537.91175,7.585944,4273.9553,1258.5189,0.187684,2.002014,6.381701,9.244208,1.749086,1.433624,5.160001,170329,1913.4125,658.21626,127.49346,537.85228,7.431306,4277.3049,1262.9668,0.204874,0.002382,6.728711,12.273573,0.10539,0.131147,5.61154,170329
42107.042,37.089835,3.668236,10.130871,10.104878,7.576155,22.263156,6.426816,0,7.313618,8.667259,0.219604,0.70156,5.174373,48679,175.37078,85.366454,23.278712,6.455298,7.337369,62.051802,47.229348,3.967032,0.107952,4.912512,19.242797,0.182322,0.216303,6.30904,52579,1888.5318,642.28585,122.13214,122.13214,539.10435,7.534244,4284.9586,1257.6725,1.003479,4.395657,6.147807,6.147807,3.143364,2.389097,4.808271,106579,54000,37.089835,3.668236,10.130871,10.104878,7.576155,22.263156,8747.5399,6.426816,4.754234,0,7.313618,8.667259,0.219604,0.70156,5.174373,48679,1917.6427,654.43641,125.36228,544.72061,7.587316,4331.6572,1276.2832,0.19908,1.995992,5.839623,8.286772,1.888816,1.501644,5.121139,160579,1981.3824,679.57765,131.22417,558.34628,7.446701,4442.4975,1311.7147,0.217314,0.002485,6.357225,11.33429,0.144738,0.199565,5.567824,160579
42107.083,34.718515,2.953411,9.895806,9.278438,7.586064,17.067692,5.004784,0,7.15327,8.5684,0.21233,0.693129,5.187565,40729,168.8616,81.926843,23.394497,6.732448,7.341229,60.983389,45.664579,4.670548,0.117622,5.119548,19.438751,0.204947,0.23776,6.335801,44629,1931.8739,655.80698,123.98058,123.98058,551.67918,7.530764,4386.9221,1287.6835,1.002066,3.949113,5.021976,5.021976,3.425437,2.484294,4.741271,98629,54000,34.718515,2.953411,9.895806,9.278438,7.586064,17.067692,8111.998,5.004784,5.153227,0,7.15327,8.5684,0.21233,0.693129,5.187565,40729,1973.7849,672.07059,128.08991,561.4354,7.58775,4466.1885,1315.0568,0.209449,2.00087,5.199976,7.142449,2.089193,1.585377,5.053658,152629,1994.9231,682.29503,131.70358,563.164,7.46181,4481.4249,1323.2284,0.228633,0.002673,5.939069,10.465543,0.23782,0.345065,5.512612,152629
42107.125,32.849792,2.398109,9.655559,8.677786,7.597679,13.03181,3.903326,0,7.070754,8.435073,0.201439,0.674817,5.199658,31979,163.6839,79.067901,24.019628,7.194503,7.346542,60.760621,44.509993,5.803265,0.131224,5.460287,20.065623,0.240053,0.268486,6.372097,35879,1973.8212,668.47468,125.72943,125.72943,564.37205,7.525983,4487.8784,1316.7605,1.008677,3.58212,3.843272,3.843272,3.784208,2.568913,4.657203,89879,54000,32.849792,2.398109,9.655559,8.677786,7.597679,13.03181,7598.2641,3.903326,5.677665,0,7.070754,8.435073,0.201439,0.674817,5.199658,31979,2001.1257,679.5968,129.12118,570.09862,7.586964,4534.9642,1334.3913,0.222187,2.00659,4.652738,6.052916,2.299218,1.657724,4.982114,143879,2035.7377,693.75155,133.80657,576.80937,7.476095,4588.2058,1353.1966,0.242537,0.002961,5.566811,9.457332,0.423325,0.565767,5.428353,143879
42107.167,31.458172,1.988626,9.431509,8.267595,7.610623,10.056395,3.095079,0,7.043337,8.290745,0.186737,0.645211,5.210733,24929,161.49694,77.637493,24.951273,7.844744,7.352912,61.463435,44.184868,7.212649,0.147928,5.939411,20.962587,0.286357,0.305756,6.415543,28829,2001.2328,675.95014,126.68451,126.68451,573.17251,7.521393,4555.9246,1335.9661,1.013654,3.430252,2.783121,2.783121,4.132932,2.589736,4.578173,82829,54000,31.458172,1.988626,9.431509,8.267595,7.610623,10.056395,7180.9762,3.095079,6.184799,0,7.043337,8.290745,0.186737,0.645211,5.210733,24929,2030.9096,687.55993,130.31773,580.06282,7.583781,4611.721,1355.346,0.233635,2.009089,4.321266,4.968173,2.518426,1.715468,4.903016,136829,2068.9987,702.4969,135.37548,588.43754,7.486597,4677.2488,1377.5479,0.255034,0.003305,5.336866,8.440925,0.695326,0.805782,5.335054,136829
42107.208,30.492263,1.709618,9.228658,8.010768,7.623828,8.043079,2.550064,0,7.04592,8.143152,0.170772,0.608233,5.220694,20279,160.66065,76.846382,26.233669,8.57549,7.359744,62.719118,44.239642,8.588375,0.166246,6.477035,22.141551,0.340962,0.345083,6.462135,24179,2030.7649,683.88161,127.85584,127.85584,583.01346,7.518087,4630.187,1356.5027,1.019346,3.545627,1.846994,1.846994,4.479365,2.530857,4.505573,78179,54000,30.492263,1.709618,9.228658,8.010768,7.623828,8.043079,6894.0549,2.550064,6.571979,0,7.04592,8.143152,0.170772,0.608233,5.220694,20279,2059.0115,694.74255,131.42172,589.84881,7.578834,4685.1094,1375.0431,0.241854,2.011828,4.299125,3.95852,2.755162,1.790312,4.821677,132179,2090.5447,707.2836,136.20978,596.59278,7.492828,4737.7533,1393.4513,0.264006,0.003661,5.273146,7.513594,1.025425,1.020433,5.244792,132179
42107.25,29.833875,1.524231,9.038109,7.859635,7.636232,6.738845,2.195409,0,7.062575,7.990267,0.154858,0.566618,5.229606,17579,162.07348,77.16992,27.637253,9.351026,7.366523,64.586956,44.892318,9.65801,0.184862,7.046964,23.414656,0.401207,0.382186,6.508364,21479,2055.9181,690.23008,128.8926,128.8926,591.73626,7.518202,4694.2848,1373.9282,1.025501,3.89567,1.120595,1.120595,4.826186,2.396663,4.447947,75479,54000,29.833875,1.524231,9.038109,7.859635,7.636231,6.738845,6793.2471,2.195409,6.819877,0,7.062575,7.990267,0.154858,0.566618,5.229606,17579,2077.9667,698.85579,132.00293,596.92375,7.573023,4736.116,1388.3795,0.246897,2.012809,4.51711,3.096807,3.034207,1.913209,4.742771,129479,2114.0351,712.79469,137.2053,605.19466,7.496136,4801.4344,1410.2077,0.269511,0.003956,5.373829,6.741447,1.380981,1.180378,5.165981,129479
42107.292,29.413457,1.411006,8.844734,7.787076,7.646392,5.992743,1.989889,0,7.085561,7.821076,0.13899,0.520153,5.237753,16679,165.88711,78.717353,29.083922,10.102607,7.372698,66.94472,46.158753,10.076327,0.202111,7.599263,24.70455,0.463586,0.412542,6.550235,20579,2074.5005,694.39249,129.71168,129.71168,598.49542,7.522363,4742.3875,1386.7602,1.026203,4.392557,0.657443,0.657443,5.186504,2.196282,4.410272,74579,54000,29.413457,1.411006,8.844734,7.787076,7.646391,5.992743,6924.9046,1.989889,6.906719,0,7.085561,7.821076,0.13899,0.520153,5.237753,16679,2094.6205,702.28116,132.53341,603.20475,7.567061,4780.6791,1399.983,0.248625,2.011469,4.892097,2.42234,3.37984,2.032897,4.671558,128579,2146.6694,721.54662,138.89566,616.22981,7.497346,4884.5893,1432.6848,0.271397,0.004082,5.61541,6.224116,1.712474,1.25802,5.110426,128579
42107.333,29.290567,1.389332,8.614531,7.808494,7.650781,5.948322,1.978168,0,7.112923,7.598316,0.121657,0.462376,5.245746,18829,172.41887,81.72248,30.51563,10.704976,7.376941,69.655233,48.068661,9.131493,0.214155,8.040809,25.924221,0.51921,0.428119,6.578383,22729,2093.1484,698.64958,130.7133,130.7133,605.16899,7.527365,4789.989,1399.5036,1.016725,4.965571,0.432557,0.432557,5.533488,1.966222,4.391184,76729,54000,29.290567,1.389332,8.614531,7.808494,7.650781,5.948322,7513.1947,1.978168,6.702824,0,7.112923,7.598316,0.121657,0.462376,5.245746,18829,2115.2435,707.16608,133.49657,610.46715,7.561627,4833.4184,1414.0939,0.244536,2.005847,5.360351,2.020143,3.711616,2.085443,4.623623,130729,2198.1409,736.96066,142.13141,632.39165,7.494653,5009.0549,1467.2505,0.266934,0.003857,5.993198,6.238144,1.908311,1.222863,5.10443,130729
42107.375,29.645906,1.515296,8.252505,7.981591,7.644054,7.04492,2.286296,0,7.147158,7.216754,0.10345,0.379848,5.252725,26679,184.25734,87.626404,31.778265,10.936822,7.376508,72.917623,51.19474,6.80256,0.21355,8.205173,26.87384,0.546759,0.416552,6.573913,30579,2117.3797,704.93291,132.20993,132.20993,613.26259,7.524561,4849.6425,1415.8962,0.996704,5.56467,0.410714,0.410714,5.716568,1.865152,4.387747,84579,54000,29.645906,1.515296,8.252505,7.981591,7.644054,7.04492,9063.0471,2.286296,6.050645,0,7.147158,7.216754,0.10345,0.379848,5.252725,26679,2144.6325,715.25082,135.42099,619.96139,7.555836,4904.9344,1433.9254,0.230684,1.990033,5.887746,2.132935,3.821939,2.0811,4.627607,138579,2307.6956,772.3056,149.68185,665.33692,7.48376,5267.4251,1539.8365,0.251813,0.003161,6.518026,7.199177,1.740611,1.063084,5.186932,138579
42107.417,30.005325,1.643257,7.454097,8.121926,7.624464,8.182729,2.619274,0.000028,7.145421,6.396031,0.162703,0.294613,5.23891,43979,205.76125,98.794626,32.750641,10.518127,7.367829,77.1683,56.541748,4.354833,0.190967,7.880948,27.358636,0.512026,0.3676,6.513094,47879,2162.0267,718.38683,135.27372,135.27372,626.95389,7.505529,4955.4443,1445.9002,0.961237,6.16469,0.767856,0.767856,5.425009,2.134594,4.413617,101879,54000,30.005325,1.643257,7.454097,8.121926,7.624464,8.182729,10284.72,2.619274,4.982292,0.000028,7.145421,6.396031,0.162703,0.294613,5.23891,43979,2205.5898,734.40329,140.17498,638.15762,7.55169,5047.6893,1474.6967,0.205082,1.971524,6.471415,3.286481,3.367159,2.011148,4.736926,155879,2314.4428,776.01421,151.63336,662.57576,7.461601,5250.4671,1540.3863,0.223866,0.002371,7.158831,9.404281,1.108107,0.816608,5.367358,155879
42107.458,30.766918,2.01778,5.935156,8.287278,7.598046,10.657165,3.379178,0.000402,7.006493,4.789022,0.843488,0.443947,5.117118,66629,232.87478,113.1016,33.413484,9.528657,7.3527,81.672597,63.114543,2.960257,0.151938,7.127263,27.424349,0.412652,0.296551,6.410955,70529,2215.3859,735.78579,139.8397,139.8397,641.36098,7.491854,5071.8813,1481.359,0.957361,6.746988,2.274327,2.274327,4.410192,2.454892,4.547172,124529,54000,30.766918,2.01778,5.935156,8.287278,7.598046,10.657165,10081.875,3.379178,4.046788,0.000402,7.006493,4.789022,0.843488,0.443947,5.117118,66629,2199.2164,733.20429,141.79575,632.13521,7.55617,5006.7088,1469.2563,0.179063,1.987466,7.215468,5.857022,2.372042,1.667302,4.97292,178529,2071.8889,699.28037,137.96858,581.89541,7.439074,4620.596,1368.2385,0.195464,0.002111,7.646358,12.026782,0.605255,0.616098,5.529662,178529
42107.5,31.633788,2.573931,4.348205,8.602159,7.567516,14.061719,4.388754,0.000417,6.896772,3.053825,2.313772,0.970239,4.885656,77129,254.13879,124.35494,33.932652,8.719667,7.340241,85.028034,68.231144,2.577602,0.120827,6.520859,27.470572,0.3106,0.239377,6.330618,81029,2110.0385,702.74445,135.28254,135.28254,603.60909,7.499138,4784.4678,1408.9132,0.990723,7.390561,4.845308,4.845308,3.435224,2.40231,4.746054,135029,54000,31.633788,2.573931,4.348205,8.602159,7.567514,14.061719,10581.269,4.388754,3.722746,0.000417,6.896772,3.053825,2.313772,0.970239,4.885656,77129,2041.5566,683.434,133.72696,577.55251,7.559497,4586.9113,1360.8369,0.169117,1.998229,8.283955,8.476217,1.842736,1.488758,5.140736,189029,2010.2128,682.09501,134.74763,555.74151,7.427698,4425.0229,1320.1905,0.184607,0.002047,7.924294,13.610575,0.332007,0.429402,5.60349,189029
42107.542,31.766392,2.852844,3.674598,8.9072,7.537585,15.499844,4.814958,0.000182,7.022983,2.292768,3.433965,1.563305,4.716384,78379,268.41939,131.87346,34.494797,8.23959,7.332882,87.11066,71.665894,2.538537,0.102541,6.181268,27.703724,0.23741,0.204199,6.285233,82279,1999.7967,668.40433,129.74749,129.74749,563.67105,7.506852,4482.0283,1332.887,0.991114,7.925248,6.802859,6.802859,2.99151,2.387013,4.849016,136279,54000,31.766392,2.852844,3.674598,8.9072,7.537585,15.499844,11085.775,4.814958,3.687594,0.000182,7.022983,2.292768,3.433965,1.563305,4.716384,78379,1993.6988,669.75327,131.49388,556.2358,7.559459,4430.9973,1326.7936,0.168006,1.987073,9.194735,9.95068,1.697179,1.478314,5.188977,190279,2041.7348,695.18746,136.88345,557.24415,7.418129,4451.886,1338.1868,0.183394,0.001921,8.272166,14.488582,0.167471,0.255174,5.632614,190279
42107.583,31.374976,2.829621,4.126194,9.117787,7.519237,14.785082,4.620471,0.000096,7.326036,2.738497,3.701074,1.961793,4.682931,74029,272.8788,134.27294,34.944697,8.02737,7.329564,87.51038,72.678234,2.679876,0.094237,6.044297,27.963608,0.196577,0.18927,6.266367,77929,1999.388,670.0908,130.10911,130.10911,556.89126,7.508425,4442.7868,1331.4037,0.985538,8.215093,7.647456,7.647456,2.938259,2.472571,4.848821,131929,54000,31.374976,2.829621,4.126194,9.117787,7.519237,14.785082,11303.423,4.620471,3.812886,0.000096,7.326036,2.738497,3.701074,1.961793,4.682931,74029,2035.1279,685.46657,134.16053,561.55059,7.558743,4487.7181,1353.6058,0.171937,1.980212,9.759594,10.53901,1.734215,1.548747,5.17142,185929,2127.353,725.27788,142.12111,575.16856,7.402518,4611.1147,1395.8294,0.187685,0.001795,8.789554,14.815312,0.080155,0.106939,5.632469,185929
42107.625,31.130367,2.743048,5.2214,9.311159,7.512253,13.562861,4.275622,0.000074,7.674962,3.851304,3.494549,2.167561,4.727491,68879,274.84167,135.29255,34.914626,7.963536,7.328575,87.653414,73.141967,2.86899,0.091802,6.009644,27.92731,0.17879,0.187913,6.261835,72779,2062.8441,692.74485,133.87715,133.87715,569.11035,7.506421,4555.4688,1373.506,0.98317,8.24404,7.752533,7.752533,3.073944,2.624308,4.794723,126779,54000,31.130367,2.743048,5.2214,9.311159,7.512253,13.562861,10989.83,4.275622,3.972689,0.000074,7.674962,3.851304,3.494549,2.167561,4.727491,68879,2114.2401,713.49498,138.8364,578.12277,7.55836,4635.2108,1406.3641,0.176835,1.980983,9.988984,10.605339,1.84731,1.653518,5.126341,180779,2182.8381,744.8809,145.30925,584.93676,7.390011,4704.7287,1433.9178,0.193031,0.001737,9.274943,14.864979,0.056825,0.052489,5.620011,180779
42107.667,31.146364,2.669057,6.407114,9.481998,7.511569,12.454109,3.958204,0.00006,7.985931,5.051909,3.19835,2.271932,4.784266,63879,272.15729,133.91362,34.609061,7.957806,7.328927,86.844806,72.458499,3.08001,0.092821,6.008482,27.712693,0.176168,0.19531,6.264936,67779,2133.2082,717.48005,137.83001,137.83001,583.62683,7.50389,4686.9884,1420.6043,0.987678,8.01308,7.497416,7.497416,3.271779,2.787854,4.725872,121779,54000,31.146364,2.669057,6.407114,9.481998,7.51157,12.454109,10502.693,3.958204,4.141196,0.00006,7.985931,5.051909,3.19835,2.271932,4.784266,63879,2170.0272,733.45849,141.92514,588.40399,7.559359,4732.5524,1443.6328,0.181865,1.989801,9.881049,10.418526,1.959722,1.747256,5.080367,175779,2202.5677,752.09118,146.31723,585.85861,7.395194,4725.5052,1448.3926,0.198522,0.001747,9.33088,14.734569,0.062955,0.060073,5.603578,175779
42107.708,31.398627,2.632268,7.393291,9.62022,7.512626,11.699298,3.743167,0.00005,8.219663,6.041787,2.975431,2.347406,4.821687,60929,263.78853,129.67131,34.106638,7.910921,7.32967,84.733453,70.312878,3.219733,0.095099,5.970498,27.350269,0.180743,0.205751,6.270013,64829,2170.7363,730.99302,139.74781,139.74781,589.22672,7.502785,4746.4803,1445.7151,0.994724,7.564834,7.170627,7.170627,3.411314,2.893706,4.673616,118829,54000,31.398627,2.632268,7.393291,9.62022,7.512627,11.699298,10233.352,3.743167,4.247492,0.00005,8.219663,6.041787,2.975431,2.347406,4.821687,60929,2189.6489,740.92189,142.85349,589.16701,7.561346,4752.3918,1456.7174,0.184969,1.996513,9.466512,10.195454,2.018909,1.798877,5.0492,172829,2212.5818,755.75308,146.88857,584.92888,7.403475,4729.875,1456.4957,0.201911,0.001779,9.126503,14.613279,0.072126,0.076765,5.591432,172829
42107.75,31.666187,2.588435,8.049205,9.665683,7.514183,11.032363,3.555182,0.000043,8.349722,6.698699,2.865521,2.42555,4.83164,57729,252.49287,123.9504,33.5087,7.752636,7.330777,81.894337,67.414517,3.386372,0.098378,5.847933,26.92096,0.189099,0.217785,6.277237,61629,2183.2734,735.79275,140.25167,140.25167,588.49961,7.502698,4753.5362,1454.1755,0.998391,6.982459,6.886945,6.886945,3.500663,2.965653,4.637813,115629,54000,31.666187,2.588435,8.049205,9.665683,7.514183,11.032363,10067.67,3.555182,4.369143,0.000043,8.349722,6.698699,2.865521,2.42555,4.83164,57729,2200.7678,745.10914,143.3683,588.41989,7.56357,4758.3966,1464.3517,0.188458,1.997245,8.880677,9.958774,2.067049,1.844642,5.023799,169629,2233.8525,762.7107,148.16836,588.05002,7.412594,4765.4724,1472.768,0.20572,0.001815,8.781321,14.354869,0.082353,0.098126,5.574276,169629
42107.792,32.132124,2.612147,8.427346,9.653029,7.514091,10.890045,3.531542,0.000043,8.358014,7.062742,2.84823,2.518331,4.818227,58879,237.62023,116.48416,32.331575,7.554458,7.331224,78.110689,63.55373,3.324537,0.099917,5.693483,26.026728,0.194396,0.225111,6.279737,62779,2197.2279,740.82213,140.99171,140.99171,588.79983,7.503544,4767.2501,1463.7866,0.999222,6.400683,6.692206,6.692206,3.525879,2.992708,4.620845,116779,54000,32.132124,2.612147,8.427346,9.653029,7.514091,10.890045,9933.3146,3.531542,4.324631,0.000043,8.358014,7.062742,2.84823,2.518331,4.818227,58879,2207.6981,747.67628,143.75858,587.04694,7.565947,4757.9679,1469.3262,0.187189,2.002705,8.271262,9.800767,2.068779,1.854331,5.013744,170779,2205.238,753.10685,146.44096,577.45512,7.417682,4688.8416,1454.532,0.204334,0.001867,8.340067,14.196642,0.092362,0.122198,5.570988,170779
42107.833,32.717439,2.691548,8.562881,9.545981,7.51318,11.168091,3.642934,0.000042,8.221496,7.172639,2.896215,2.619893,4.788846,61229,222.63656,109.00601,30.645562,7.291952,7.331003,74.160795,59.63565,3.204947,0.099688,5.490452,24.726221,0.195076,0.226942,6.277647,65129,2187.4316,737.83716,140.45017,140.45017,582.79173,7.506174,4728.7079,1457.465,1.003833,5.920562,6.680934,6.680934,3.477373,2.975243,4.629417,119129,54000,32.717439,2.691548,8.562881,9.545981,7.51318,11.168091,9958.4827,3.642934,4.236434,0.000042,8.221496,7.172639,2.896215,2.619893,4.788846,61229,2181.8869,739.2177,142.25332,576.88209,7.568623,4685.1248,1452.296,0.184648,2.006629,7.774011,9.776873,2.016358,1.828314,5.026422,173129,2176.9519,743.52199,144.59994,567.34275,7.419611,4614.9821,1436.4991,0.201561,0.001922,7.90199,13.908765,0.09717,0.137183,5.572985,173129
42107.875,33.149291,2.750657,8.521699,9.298664,7.513191,11.362746,3.738732,0.000039,7.95666,7.10982,2.968552,2.712288,4.75558,61829,208.22729,101.82584,28.712803,6.929906,7.330742,70.441151,55.858985,3.17578,0.099283,5.216754,23.239891,0.193561,0.226777,6.275677,65729,2159.7058,728.7149,138.7924,138.7924,572.28996,7.509325,4652.2653,1439.1884,1.005237,5.522114,6.64137,6.64137,3.40631,2.944573,4.649095,119729,54000,33.149291,2.750657,8.521699,9.298664,7.513191,11.362746,10031.701,3.738732,4.214489,0.000039,7.95666,7.10982,2.968552,2.712288,4.75558,61829,2158.818,731.49209,140.75697,568.0294,7.570671,4621.4695,1437.2943,0.184011,2.004098,7.304823,9.556106,1.981176,1.809176,5.03701,173729,2173.0248,741.83614,144.0357,564.3551,7.421504,4598.4722,1435.4584,0.200865,0.001969,7.482456,13.360912,0.099511,0.146336,5.570536,173729
42107.917,33.335806,2.768899,8.404976,8.947779,7.514538,11.317735,3.772478,0.000039,7.61968,6.980781,3.027897,2.780763,4.729362,61479,197.11595,96.289358,26.665674,6.658138,7.330686,67.566056,52.94836,3.192729,0.099204,5.012791,21.678067,0.19203,0.226564,6.275264,65379,2146.7626,724.33708,137.8041,137.8041,566.39672,7.511398,4611.9296,1431.0499,1.003888,5.127338,6.316283,6.316283,3.384922,2.927007,4.65803,119379,54000,33.335806,2.768899,8.404976,8.947779,7.514539,11.317735,9997.1974,3.772478,4.227262,0.000039,7.61968,6.980781,3.027897,2.780763,4.729362,61479,2155.1213,730.07411,140.19403,564.93497,7.572207,4603.7275,1435.513,0.184382,2.002728,6.798051,9.031273,1.986075,1.805196,5.035758,173379,2171.1992,740.76673,143.37881,562.10286,7.423781,4587.3347,1435.8001,0.20127,0.002013,7.077151,12.6158,0.105454,0.161563,5.563806,173379
42107.958,33.248487,2.741966,8.278857,8.557517,7.517447,10.99448,3.727283,0.000039,7.27857,6.853551,3.056635,2.820167,4.715837,59729,188.57802,92.01847,24.984408,6.466183,7.331024,65.453254,50.728376,3.280264,0.100105,4.868191,20.407136,0.193227,0.228391,6.277654,63629,2146.2417,723.93162,137.30841,137.30841,564.27276,7.512382,4601.3963,1431.3888,1.00429,4.717948,5.687811,5.687811,3.428708,2.923062,4.651922,117629,54000,33.248487,2.741966,8.278857,8.557517,7.517447,10.99448,9871.9485,3.727283,4.292309,0.000039,7.27857,6.853551,3.056635,2.820167,4.715837,59729,2158.0293,730.71641,139.80075,563.89874,7.573177,4602.0154,1438.2276,0.186262,2.00255,6.291958,8.255787,2.022902,1.809766,5.023814,171629,2176.2882,741.81674,143.08538,562.05697,7.427497,4593.1411,1440.8509,0.203322,0.002063,6.685628,11.783511,0.118166,0.189078,5.550293,171629
42108,32.999018,2.705918,8.141375,8.186637,7.521021,10.630392,3.671003,0.000042,6.96212,6.719853,3.061556,2.837121,4.713206,58429,182.41991,88.927614,23.703395,6.328077,7.331497,64.004025,49.140637,3.348462,0.101425,4.762653,19.444214,0.196561,0.230916,6.280984,62329,2151.1284,725.19547,136.97917,136.97917,563.84895,7.512825,4603.8161,1435.3735,1.005308,4.357519,4.889295,4.889295,3.495712,2.902085,4.639975,116329,54000,32.999018,2.705918,8.141375,8.186637,7.521021,10.630392,9716.0313,3.671003,4.34194,0.000042,6.96212,6.719853,3.061556,2.837121,4.713206,58429,2162.0168,731.56818,139.39887,563.3841,7.573743,4603.6054,1441.6512,0.187684,2.004226,5.837688,7.403079,2.063904,1.805409,5.009262,170329,2171.912,739.63983,142.27363,559.5719,7.430679,4578.1192,1439.2082,0.204874,0.002115,6.336545,11.028915,0.134231,0.219906,5.53901,170329
42108.042,32.236546,2.518086,7.948598,7.796229,7.528114,9.3477,3.320757,0.000039,6.73643,6.561328,3.059624,2.840757,4.716301,48679,175.75874,85.473829,23.159834,6.458365,7.333902,62.631606,47.500063,3.967032,0.108037,4.858201,19.100125,0.212608,0.245688,6.298348,52579,2154.212,725.5047,136.38857,136.38857,563.41017,7.511604,4604.767,1438.1799,1.008222,3.982549,3.890901,3.890901,3.698042,2.941863,4.598622,106579,54000,32.236546,2.518086,7.948598,7.796229,7.528114,9.3477,9389.485,3.320757,4.754234,0.000039,6.73643,6.561328,3.059624,2.840757,4.716301,48679,2181.3803,737.18885,139.81479,567.57099,7.573653,4642.1562,1455.5322,0.19908,1.998072,5.327122,6.334913,2.220386,1.872828,4.961226,160579,2254.6572,765.74055,146.78742,581.84764,7.444237,4763.0457,1497.9159,0.217314,0.002224,5.972196,9.945237,0.189405,0.32075,5.481939,160579
42108.083,31.381489,2.304476,7.711687,7.455158,7.536187,7.945564,2.923335,0.00004,6.57287,6.365066,3.06309,2.840107,4.719912,40729,169.28973,82.046094,23.257467,6.738667,7.337475,61.615957,45.961811,4.670548,0.117822,5.063442,19.275613,0.239461,0.268468,6.323526,44629,2197.738,738.95226,138.17756,138.17756,574.49742,7.508941,4697.9211,1468.3311,1.010313,3.606473,2.699935,2.699935,4.017353,2.972329,4.528599,98629,54000,31.381489,2.304476,7.711687,7.455158,7.536187,7.945564,8755.3261,2.923335,5.153227,0.00004,6.57287,6.365066,3.06309,2.840107,4.719912,40729,2246.1501,757.49848,142.93706,584.76288,7.572094,4784.7728,1500.1638,0.209449,2.002341,4.742148,5.047384,2.454732,1.950955,4.881754,152629,2279.8848,772.20961,147.86657,589.14576,7.45652,4823.4878,1517.3052,0.228633,0.002417,5.604956,8.942607,0.313047,0.501538,5.412789,152629
